,IDX2,Comment,OBSVAL,OBS_group,Variance
0,bf_10_7030392_yr2000,"Used original val, no upstream site",7.572857142857144,BF_annual,0.05852380952380959
1,bf_10_7030392_yr2001,"Used original val, no upstream site",9.458571428571428,BF_annual,1.8767476190476189
2,bf_10_7030392_yr2002,"Used original val, no upstream site",14.927142857142858,BF_annual,2.0695571428571427
3,bf_10_7030392_yr2003,"Used original val, no upstream site",13.767142857142856,BF_annual,1.0360571428571426
4,bf_10_7030392_yr2004,"Used original val, no upstream site",14.84,BF_annual,1.3017333333333343
5,bf_10_7030392_yr2005,"Used original val, no upstream site",12.105714285714285,BF_annual,0.6117285714285721
6,bf_10_7030392_yr2006,"Used original val, no upstream site",8.945714285714287,BF_annual,0.15716190476190503
7,bf_10_7030392_yr2007,"Used original val, no upstream site",7.770000000000001,BF_annual,0.1104333333333334
8,bf_10_7030392_yr2008,"Used original val, no upstream site",9.507142857142854,BF_annual,0.7084571428571429
9,bf_10_7030392_yr2009,"Used original val, no upstream site",11.195714285714283,BF_annual,1.375395238095238
10,bf_10_7030392_yr2010,"Used original val, no upstream site",11.307142857142857,BF_annual,0.4661571428571429
11,bf_10_7030392_yr2011,"Used original val, no upstream site",9.095714285714283,BF_annual,0.6477285714285712
12,bf_10_7030392_yr2012,"Used original val, no upstream site",7.78,BF_annual,0.16073333333333314
13,bf_10_7030392_yr2013,"Used original val, no upstream site",10.16,BF_annual,0.7689333333333335
14,bf_10_7030392_yr2014,"Used original val, no upstream site",10.287142857142856,BF_annual,0.8880904761904759
15,bf_10_7030392_yr2015,"Used original val, no upstream site",10.587142857142855,BF_annual,0.7207904761904762
16,bf_10_7030392_yr2016,"Used original val, no upstream site",8.998571428571429,BF_annual,0.31841428571428565
17,bf_10_7030392_yr2017,"Used original val, no upstream site",7.254285714285714,BF_annual,0.18166190476190483
18,bf_10_7030392_yr2018,"Used original val, no upstream site",12.774285714285712,BF_annual,3.016761904761904
19,bf_10_7030392_yr2019,"Used original val, no upstream site",13.93142857142857,BF_annual,1.9264809523809523
20,bf_11_7030500_yr2002,Incremental inches calculated,13.609119904312953,BF_annual,4.681195238095238
21,bf_11_7030500_yr2003,Incremental inches calculated,10.759420843112364,BF_annual,2.2889238095238107
22,bf_11_7030500_yr2004,Incremental inches calculated,12.695089728808757,BF_annual,2.0453238095238087
23,bf_11_7030500_yr2005,Incremental inches calculated,9.848481177132767,BF_annual,1.1097333333333332
24,bf_11_7030500_yr2006,Incremental inches calculated,9.487492997600484,BF_annual,0.35599047619047613
25,bf_11_7030500_yr2007,Incremental inches calculated,6.75207712290381,BF_annual,0.1630666666666667
26,bf_11_7030500_yr2008,Incremental inches calculated,9.568982361517376,BF_annual,1.6304952380952389
27,bf_11_7030500_yr2009,Incremental inches calculated,10.909442571869151,BF_annual,2.817914285714285
28,bf_11_7030500_yr2010,Incremental inches calculated,9.563814727281931,BF_annual,0.37284761904761937
29,bf_11_7030500_yr2011,Incremental inches calculated,9.10292314129665,BF_annual,1.270847619047619
30,bf_11_7030500_yr2012,Incremental inches calculated,7.7752884432292,BF_annual,0.1288
31,bf_11_7030500_yr2013,Incremental inches calculated,11.010380810399717,BF_annual,1.1176952380952379
32,bf_11_7030500_yr2014,Incremental inches calculated,10.487614103427175,BF_annual,1.0980619047619047
33,bf_11_7030500_yr2015,Incremental inches calculated,10.52804933050311,BF_annual,0.8690571428571426
34,bf_11_7030500_yr2016,Incremental inches calculated,10.028633023075432,BF_annual,0.41729999999999956
35,bf_11_7030500_yr2017,Incremental inches calculated,8.725593070235286,BF_annual,0.4495285714285715
36,bf_11_7030500_yr2018,Incremental inches calculated,13.690185267316318,BF_annual,2.4010619047619044
37,bf_11_7030500_yr2019,Incremental inches calculated,13.698603805688512,BF_annual,0.9978904761904765
40,bf_12_7031650_yr2002,Incremental inches calculated,12.724920816548055,BF_annual,3.8774285714285717
41,bf_12_7031650_yr2003,Incremental inches calculated,15.166218477971391,BF_annual,2.0504809523809526
42,bf_12_7031650_yr2004,Incremental inches calculated,12.763085228201339,BF_annual,2.2442619047619035
43,bf_12_7031650_yr2005,Incremental inches calculated,10.741433787394788,BF_annual,1.096390476190476
44,bf_12_7031650_yr2006,Incremental inches calculated,9.726812283153198,BF_annual,0.6838571428571426
45,bf_12_7031650_yr2007,Incremental inches calculated,7.175027432686808,BF_annual,0.20439047619047623
46,bf_12_7031650_yr2008,Incremental inches calculated,10.945085521258564,BF_annual,2.93452380952381
47,bf_12_7031650_yr2009,Incremental inches calculated,12.437179006514889,BF_annual,3.220261904761907
48,bf_12_7031650_yr2010,Incremental inches calculated,8.514352607078127,BF_annual,0.8677904761904757
49,bf_12_7031650_yr2011,Incremental inches calculated,8.635161082009997,BF_annual,1.632661904761905
50,bf_12_7031650_yr2012,Incremental inches calculated,3.5794352259586466,BF_annual,0.2246904761904761
51,bf_12_7031650_yr2013,Incremental inches calculated,9.409095216103346,BF_annual,1.4111238095238086
52,bf_12_7031650_yr2014,Incremental inches calculated,4.136880572974058,BF_annual,1.2311285714285711
53,bf_12_7031650_yr2015,Incremental inches calculated,7.004980743300246,BF_annual,1.3261904761904761
54,bf_12_7031650_yr2016,Incremental inches calculated,7.205961779886152,BF_annual,0.6525238095238094
55,bf_12_7031650_yr2017,Incremental inches calculated,6.950091274384644,BF_annual,0.5295571428571434
56,bf_12_7031650_yr2018,Incremental inches calculated,12.736068395517336,BF_annual,3.2827285714285703
57,bf_12_7031650_yr2019,Incremental inches calculated,14.074899269583742,BF_annual,3.1146238095238097
58,bf_13_7077555_yr2000,"Used original val, no upstream site",5.185714285714286,BF_annual,2.4716285714285715
59,bf_13_7077555_yr2001,"Used original val, no upstream site",9.524285714285714,BF_annual,3.7623952380952366
60,bf_13_7077555_yr2002,"Used original val, no upstream site",12.575714285714286,BF_annual,12.898628571428567
61,bf_13_7077555_yr2003,"Used original val, no upstream site",9.257142857142854,BF_annual,13.589657142857138
62,bf_13_7077555_yr2004,"Used original val, no upstream site",10.697142857142856,BF_annual,4.9575571428571426
